INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,OPR_TYPE,MARKET_RUN_ID,NOMOGRAM_ID_XML,NOMOGRAM_ID,CONSTRAINT_CAUSE,PRC,GROUP
2025-04-17T03:00:00-00:00,2025-04-17T04:00:00-00:00,2025-04-16,21,0,Hourly,DAM,24303_BIG CRK3_230_24235_RECTOR  _230_BR_1 _1,24303_BIG CRK3_230_24235_RECTOR  _230_BR_1 _1,Base Case,54.12748,527
2025-04-17T04:00:00-00:00,2025-04-17T05:00:00-00:00,2025-04-16,22,0,Hourly,DAM,24303_BIG CRK3_230_24235_RECTOR  _230_BR_1 _1,24303_BIG CRK3_230_24235_RECTOR  _230_BR_1 _1,Base Case,25.71389,527
2025-04-17T05:00:00-00:00,2025-04-17T06:00:00-00:00,2025-04-16,23,0,Hourly,DAM,24303_BIG CRK3_230_24235_RECTOR  _230_BR_1 _1,24303_BIG CRK3_230_24235_RECTOR  _230_BR_1 _1,Base Case,21.18217,527
2025-04-17T06:00:00-00:00,2025-04-17T07:00:00-00:00,2025-04-16,24,0,Hourly,DAM,24303_BIG CRK3_230_24235_RECTOR  _230_BR_1 _1,24303_BIG CRK3_230_24235_RECTOR  _230_BR_1 _1,Base Case,65.49011,527
2025-04-16T17:00:00-00:00,2025-04-16T18:00:00-00:00,2025-04-16,11,0,Hourly,DAM,24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1,24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1,Base Case,14.2629,528
2025-04-16T18:00:00-00:00,2025-04-16T19:00:00-00:00,2025-04-16,12,0,Hourly,DAM,24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1,24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1,Base Case,10.04283,528
2025-04-16T19:00:00-00:00,2025-04-16T20:00:00-00:00,2025-04-16,13,0,Hourly,DAM,24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1,24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1,Base Case,7.49362,528
2025-04-16T20:00:00-00:00,2025-04-16T21:00:00-00:00,2025-04-16,14,0,Hourly,DAM,24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1,24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1,Base Case,3.178,528
2025-04-16T21:00:00-00:00,2025-04-16T22:00:00-00:00,2025-04-16,15,0,Hourly,DAM,24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1,24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1,Base Case,0.97447,528
2025-04-16T07:00:00-00:00,2025-04-16T08:00:00-00:00,2025-04-16,1,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,139.30443,529
2025-04-16T08:00:00-00:00,2025-04-16T09:00:00-00:00,2025-04-16,2,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,168.84497,529
2025-04-16T09:00:00-00:00,2025-04-16T10:00:00-00:00,2025-04-16,3,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,189.85453,529
2025-04-16T10:00:00-00:00,2025-04-16T11:00:00-00:00,2025-04-16,4,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,159.51226,529
2025-04-16T11:00:00-00:00,2025-04-16T12:00:00-00:00,2025-04-16,5,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,160.53851,529
2025-04-16T12:00:00-00:00,2025-04-16T13:00:00-00:00,2025-04-16,6,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,4.02183,529
2025-04-16T15:00:00-00:00,2025-04-16T16:00:00-00:00,2025-04-16,9,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,37.24889,529
2025-04-16T16:00:00-00:00,2025-04-16T17:00:00-00:00,2025-04-16,10,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,44.16389,529
2025-04-16T17:00:00-00:00,2025-04-16T18:00:00-00:00,2025-04-16,11,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,82.81082,529
2025-04-16T18:00:00-00:00,2025-04-16T19:00:00-00:00,2025-04-16,12,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,44.62059,529
2025-04-16T19:00:00-00:00,2025-04-16T20:00:00-00:00,2025-04-16,13,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,63.74332,529
2025-04-16T20:00:00-00:00,2025-04-16T21:00:00-00:00,2025-04-16,14,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,61.08617,529
2025-04-16T21:00:00-00:00,2025-04-16T22:00:00-00:00,2025-04-16,15,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,44.47377,529
2025-04-16T22:00:00-00:00,2025-04-16T23:00:00-00:00,2025-04-16,16,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,10.33761,529
2025-04-17T00:00:00-00:00,2025-04-17T01:00:00-00:00,2025-04-16,18,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,55.61189,529
2025-04-17T01:00:00-00:00,2025-04-17T02:00:00-00:00,2025-04-16,19,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,511.85674,529
2025-04-17T02:00:00-00:00,2025-04-17T03:00:00-00:00,2025-04-16,20,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,36.14791,529
2025-04-17T03:00:00-00:00,2025-04-17T04:00:00-00:00,2025-04-16,21,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,113.64339,529
2025-04-17T04:00:00-00:00,2025-04-17T05:00:00-00:00,2025-04-16,22,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,135.24489,529
2025-04-17T05:00:00-00:00,2025-04-17T06:00:00-00:00,2025-04-16,23,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,168.31059,529
2025-04-17T06:00:00-00:00,2025-04-17T07:00:00-00:00,2025-04-16,24,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,139.50735,529
2025-04-16T17:00:00-00:00,2025-04-16T18:00:00-00:00,2025-04-16,11,0,Hourly,DAM,24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,Base Case,0.75129,530
2025-04-17T04:00:00-00:00,2025-04-17T05:00:00-00:00,2025-04-16,22,0,Hourly,DAM,24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,Base Case,6.40832,530
2025-04-17T00:00:00-00:00,2025-04-17T01:00:00-00:00,2025-04-16,18,0,Hourly,DAM,30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3,30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3,SC1 MIDWAY-WHIRWD_1 500,5.60591,531
2025-04-16T07:00:00-00:00,2025-04-16T08:00:00-00:00,2025-04-16,1,0,Hourly,DAM,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,Base Case,6.05537,532
2025-04-16T08:00:00-00:00,2025-04-16T09:00:00-00:00,2025-04-16,2,0,Hourly,DAM,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,Base Case,6.50854,532
2025-04-16T09:00:00-00:00,2025-04-16T10:00:00-00:00,2025-04-16,3,0,Hourly,DAM,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,Base Case,7.05718,532
2025-04-16T10:00:00-00:00,2025-04-16T11:00:00-00:00,2025-04-16,4,0,Hourly,DAM,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,Base Case,6.13295,532
2025-04-16T11:00:00-00:00,2025-04-16T12:00:00-00:00,2025-04-16,5,0,Hourly,DAM,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,Base Case,7.13734,532
2025-04-16T12:00:00-00:00,2025-04-16T13:00:00-00:00,2025-04-16,6,0,Hourly,DAM,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,Base Case,8.40203,532
2025-04-16T13:00:00-00:00,2025-04-16T14:00:00-00:00,2025-04-16,7,0,Hourly,DAM,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,Base Case,8.59452,532
2025-04-16T14:00:00-00:00,2025-04-16T15:00:00-00:00,2025-04-16,8,0,Hourly,DAM,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,Base Case,1.90523,532
2025-04-16T15:00:00-00:00,2025-04-16T16:00:00-00:00,2025-04-16,9,0,Hourly,DAM,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,Base Case,7.12088,532
2025-04-16T16:00:00-00:00,2025-04-16T17:00:00-00:00,2025-04-16,10,0,Hourly,DAM,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,Base Case,6.43503,532
2025-04-16T17:00:00-00:00,2025-04-16T18:00:00-00:00,2025-04-16,11,0,Hourly,DAM,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,Base Case,3.32097,532
2025-04-16T18:00:00-00:00,2025-04-16T19:00:00-00:00,2025-04-16,12,0,Hourly,DAM,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,Base Case,3.22966,532
2025-04-16T19:00:00-00:00,2025-04-16T20:00:00-00:00,2025-04-16,13,0,Hourly,DAM,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,Base Case,0.7329,532
2025-04-17T00:00:00-00:00,2025-04-17T01:00:00-00:00,2025-04-16,18,0,Hourly,DAM,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,Base Case,1.55272,532
2025-04-17T01:00:00-00:00,2025-04-17T02:00:00-00:00,2025-04-16,19,0,Hourly,DAM,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,Base Case,12.90558,532
2025-04-17T02:00:00-00:00,2025-04-17T03:00:00-00:00,2025-04-16,20,0,Hourly,DAM,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,Base Case,9.67835,532
2025-04-17T03:00:00-00:00,2025-04-17T04:00:00-00:00,2025-04-16,21,0,Hourly,DAM,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,Base Case,11.27935,532
2025-04-17T04:00:00-00:00,2025-04-17T05:00:00-00:00,2025-04-16,22,0,Hourly,DAM,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,Base Case,13.20302,532
2025-04-17T05:00:00-00:00,2025-04-17T06:00:00-00:00,2025-04-16,23,0,Hourly,DAM,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,Base Case,12.74875,532
2025-04-17T06:00:00-00:00,2025-04-17T07:00:00-00:00,2025-04-16,24,0,Hourly,DAM,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,30275_CRESTA  _230_30330_RIO OSO _230_BR_1 _1,Base Case,10.42685,532
2025-04-16T07:00:00-00:00,2025-04-16T08:00:00-00:00,2025-04-16,1,0,Hourly,DAM,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,PG1 VACADX-LMBEPK 230,37.59887,533
2025-04-16T08:00:00-00:00,2025-04-16T09:00:00-00:00,2025-04-16,2,0,Hourly,DAM,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,PG1 VACADX-LMBEPK 230,38.55993,533
2025-04-16T09:00:00-00:00,2025-04-16T10:00:00-00:00,2025-04-16,3,0,Hourly,DAM,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,PG1 VACADX-LMBEPK 230,38.18364,533
2025-04-16T10:00:00-00:00,2025-04-16T11:00:00-00:00,2025-04-16,4,0,Hourly,DAM,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,PG1 VACADX-LMBEPK 230,31.40228,533
2025-04-16T11:00:00-00:00,2025-04-16T12:00:00-00:00,2025-04-16,5,0,Hourly,DAM,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,PG1 VACADX-LMBEPK 230,31.77501,533
2025-04-16T12:00:00-00:00,2025-04-16T13:00:00-00:00,2025-04-16,6,0,Hourly,DAM,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,PG1 VACADX-LMBEPK 230,33.15454,533
2025-04-16T13:00:00-00:00,2025-04-16T14:00:00-00:00,2025-04-16,7,0,Hourly,DAM,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,PG1 VACADX-LMBEPK 230,29.89799,533
2025-04-16T14:00:00-00:00,2025-04-16T15:00:00-00:00,2025-04-16,8,0,Hourly,DAM,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,PG1 VACADX-LMBEPK 230,31.20253,533
2025-04-16T15:00:00-00:00,2025-04-16T16:00:00-00:00,2025-04-16,9,0,Hourly,DAM,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,PG1 VACADX-LMBEPK 230,17.56156,533
2025-04-16T16:00:00-00:00,2025-04-16T17:00:00-00:00,2025-04-16,10,0,Hourly,DAM,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,PG1 VACADX-LMBEPK 230,11.23977,533
2025-04-16T23:00:00-00:00,2025-04-17T00:00:00-00:00,2025-04-16,17,0,Hourly,DAM,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,PG1 VACADX-LMBEPK 230,6.97586,533
2025-04-17T00:00:00-00:00,2025-04-17T01:00:00-00:00,2025-04-16,18,0,Hourly,DAM,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,PG1 VACADX-LMBEPK 230,20.31403,533
2025-04-17T01:00:00-00:00,2025-04-17T02:00:00-00:00,2025-04-16,19,0,Hourly,DAM,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,PG1 VACADX-LMBEPK 230,35.05385,533
2025-04-17T02:00:00-00:00,2025-04-17T03:00:00-00:00,2025-04-16,20,0,Hourly,DAM,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,PG1 VACADX-LMBEPK 230,37.63233,533
2025-04-17T03:00:00-00:00,2025-04-17T04:00:00-00:00,2025-04-16,21,0,Hourly,DAM,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,PG1 VACADX-LMBEPK 230,36.13857,533
2025-04-17T04:00:00-00:00,2025-04-17T05:00:00-00:00,2025-04-16,22,0,Hourly,DAM,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,PG1 VACADX-LMBEPK 230,35.33771,533
2025-04-17T05:00:00-00:00,2025-04-17T06:00:00-00:00,2025-04-16,23,0,Hourly,DAM,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,PG1 VACADX-LMBEPK 230,33.95102,533
2025-04-17T06:00:00-00:00,2025-04-17T07:00:00-00:00,2025-04-16,24,0,Hourly,DAM,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,PG1 VACADX-LMBEPK 230,37.8061,533
2025-04-17T00:00:00-00:00,2025-04-17T01:00:00-00:00,2025-04-16,18,0,Hourly,DAM,30575_WND MSTR_230_38610_DELTAPMP_230_BR_1 _1,30575_WND MSTR_230_38610_DELTAPMP_230_BR_1 _1,PG1 BRNTWD-KELSO 230,27.03209,534
2025-04-17T01:00:00-00:00,2025-04-17T02:00:00-00:00,2025-04-16,19,0,Hourly,DAM,30575_WND MSTR_230_38610_DELTAPMP_230_BR_1 _1,30575_WND MSTR_230_38610_DELTAPMP_230_BR_1 _1,PG1 BRNTWD-KELSO 230,8.45414,534
2025-04-17T02:00:00-00:00,2025-04-17T03:00:00-00:00,2025-04-16,20,0,Hourly,DAM,30575_WND MSTR_230_38610_DELTAPMP_230_BR_1 _1,30575_WND MSTR_230_38610_DELTAPMP_230_BR_1 _1,PG1 BRNTWD-KELSO 230,3.00042,534
2025-04-16T15:00:00-00:00,2025-04-16T16:00:00-00:00,2025-04-16,9,0,Hourly,DAM,30580_ALTM MDW_230_30625_TESLA D _230_BR_1 _1,30580_ALTM MDW_230_30625_TESLA D _230_BR_1 _1,PG1 BRNTWD-KELSO 230,13.83364,535
2025-04-16T16:00:00-00:00,2025-04-16T17:00:00-00:00,2025-04-16,10,0,Hourly,DAM,30580_ALTM MDW_230_30625_TESLA D _230_BR_1 _1,30580_ALTM MDW_230_30625_TESLA D _230_BR_1 _1,PG1 BRNTWD-KELSO 230,21.96482,535
2025-04-16T17:00:00-00:00,2025-04-16T18:00:00-00:00,2025-04-16,11,0,Hourly,DAM,30580_ALTM MDW_230_30625_TESLA D _230_BR_1 _1,30580_ALTM MDW_230_30625_TESLA D _230_BR_1 _1,PG1 BRNTWD-KELSO 230,20.15317,535
2025-04-16T18:00:00-00:00,2025-04-16T19:00:00-00:00,2025-04-16,12,0,Hourly,DAM,30580_ALTM MDW_230_30625_TESLA D _230_BR_1 _1,30580_ALTM MDW_230_30625_TESLA D _230_BR_1 _1,PG1 BRNTWD-KELSO 230,7.20914,535
2025-04-16T19:00:00-00:00,2025-04-16T20:00:00-00:00,2025-04-16,13,0,Hourly,DAM,30580_ALTM MDW_230_30625_TESLA D _230_BR_1 _1,30580_ALTM MDW_230_30625_TESLA D _230_BR_1 _1,PG1 BRNTWD-KELSO 230,5.26532,535
2025-04-16T20:00:00-00:00,2025-04-16T21:00:00-00:00,2025-04-16,14,0,Hourly,DAM,30580_ALTM MDW_230_30625_TESLA D _230_BR_1 _1,30580_ALTM MDW_230_30625_TESLA D _230_BR_1 _1,PG1 BRNTWD-KELSO 230,7.17784,535
2025-04-16T21:00:00-00:00,2025-04-16T22:00:00-00:00,2025-04-16,15,0,Hourly,DAM,30580_ALTM MDW_230_30625_TESLA D _230_BR_1 _1,30580_ALTM MDW_230_30625_TESLA D _230_BR_1 _1,PG1 BRNTWD-KELSO 230,14.57961,535
2025-04-17T01:00:00-00:00,2025-04-17T02:00:00-00:00,2025-04-16,19,0,Hourly,DAM,30580_ALTM MDW_230_30625_TESLA D _230_BR_1 _1,30580_ALTM MDW_230_30625_TESLA D _230_BR_1 _1,PG1 BRNTWD-KELSO 230,1.98833,535
2025-04-17T02:00:00-00:00,2025-04-17T03:00:00-00:00,2025-04-16,20,0,Hourly,DAM,30580_ALTM MDW_230_30625_TESLA D _230_BR_1 _1,30580_ALTM MDW_230_30625_TESLA D _230_BR_1 _1,PG1 BRNTWD-KELSO 230,19.02075,535
2025-04-17T03:00:00-00:00,2025-04-17T04:00:00-00:00,2025-04-16,21,0,Hourly,DAM,30580_ALTM MDW_230_30625_TESLA D _230_BR_1 _1,30580_ALTM MDW_230_30625_TESLA D _230_BR_1 _1,PG1 BRNTWD-KELSO 230,8.10711,535
2025-04-17T04:00:00-00:00,2025-04-17T05:00:00-00:00,2025-04-16,22,0,Hourly,DAM,30580_ALTM MDW_230_30625_TESLA D _230_BR_1 _1,30580_ALTM MDW_230_30625_TESLA D _230_BR_1 _1,PG1 BRNTWD-KELSO 230,11.52573,535
2025-04-17T05:00:00-00:00,2025-04-17T06:00:00-00:00,2025-04-16,23,0,Hourly,DAM,30580_ALTM MDW_230_30625_TESLA D _230_BR_1 _1,30580_ALTM MDW_230_30625_TESLA D _230_BR_1 _1,PG1 BRNTWD-KELSO 230,7.05062,535
2025-04-17T01:00:00-00:00,2025-04-17T02:00:00-00:00,2025-04-16,19,0,Hourly,DAM,30735_METCALF _230_30042_METCALF _500_XF_12,30735_METCALF _230_30042_METCALF _500_XF_12,PG1 METCLF 500-230 BK11,13.40502,536
2025-04-17T02:00:00-00:00,2025-04-17T03:00:00-00:00,2025-04-16,20,0,Hourly,DAM,30735_METCALF _230_30042_METCALF _500_XF_12,30735_METCALF _230_30042_METCALF _500_XF_12,PG1 METCLF 500-230 BK11,26.99967,536
2025-04-17T00:00:00-00:00,2025-04-17T01:00:00-00:00,2025-04-16,18,0,Hourly,DAM,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,PG1 MOSSLD-LOSBNS 500,128.83199,537
2025-04-16T14:00:00-00:00,2025-04-16T15:00:00-00:00,2025-04-16,8,0,Hourly,DAM,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,PG1 TESLA-METCLF 500,177.85912,538
2025-04-16T15:00:00-00:00,2025-04-16T16:00:00-00:00,2025-04-16,9,0,Hourly,DAM,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,PG1 TESLA-METCLF 500,322.39595,538
2025-04-16T16:00:00-00:00,2025-04-16T17:00:00-00:00,2025-04-16,10,0,Hourly,DAM,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,PG1 TESLA-METCLF 500,354.5034,538
2025-04-16T17:00:00-00:00,2025-04-16T18:00:00-00:00,2025-04-16,11,0,Hourly,DAM,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,PG1 TESLA-METCLF 500,192.32117,538
2025-04-16T18:00:00-00:00,2025-04-16T19:00:00-00:00,2025-04-16,12,0,Hourly,DAM,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,PG1 TESLA-METCLF 500,165.78217,538
2025-04-16T19:00:00-00:00,2025-04-16T20:00:00-00:00,2025-04-16,13,0,Hourly,DAM,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,PG1 TESLA-METCLF 500,139.30342,538
2025-04-16T20:00:00-00:00,2025-04-16T21:00:00-00:00,2025-04-16,14,0,Hourly,DAM,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,PG1 TESLA-METCLF 500,137.87688,538
2025-04-16T21:00:00-00:00,2025-04-16T22:00:00-00:00,2025-04-16,15,0,Hourly,DAM,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,PG1 TESLA-METCLF 500,142.98881,538
2025-04-16T22:00:00-00:00,2025-04-16T23:00:00-00:00,2025-04-16,16,0,Hourly,DAM,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,PG1 TESLA-METCLF 500,151.63555,538
2025-04-16T23:00:00-00:00,2025-04-17T00:00:00-00:00,2025-04-16,17,0,Hourly,DAM,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,30750_MOSSLD  _230_30797_LASAGUIL_230_BR_1 _1,PG1 TESLA-METCLF 500,191.72114,538
2025-04-16T07:00:00-00:00,2025-04-16T08:00:00-00:00,2025-04-16,1,0,Hourly,DAM,31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1,31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1,PG1 EGLRK-SLVR-FLTN 115_M,40.49355,539
2025-04-16T08:00:00-00:00,2025-04-16T09:00:00-00:00,2025-04-16,2,0,Hourly,DAM,31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1,31336_HPLND JT_60.0_31370_CLVRDLJT_60.0_BR_1 _1,PG1 EGLRK-SLVR-FLTN 115_M,73.00934,539
