INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,OPR_TYPE,MARKET_RUN_ID,NOMOGRAM_ID_XML,NOMOGRAM_ID,CONSTRAINT_CAUSE,PRC,GROUP
2025-04-01T20:00:00-00:00,2025-04-01T21:00:00-00:00,2025-04-01,14,0,Hourly,DAM,34116_LE GRAND_115_34115_ADRA TAP_115_BR_1 _1,34116_LE GRAND_115_34115_ADRA TAP_115_BR_1 _1,PG1 MNDOTA-PNOCHE 115,17.09812,23
2025-04-01T21:00:00-00:00,2025-04-01T22:00:00-00:00,2025-04-01,15,0,Hourly,DAM,34116_LE GRAND_115_34115_ADRA TAP_115_BR_1 _1,34116_LE GRAND_115_34115_ADRA TAP_115_BR_1 _1,PG1 MNDOTA-PNOCHE 115,22.25426,23
2025-04-01T22:00:00-00:00,2025-04-01T23:00:00-00:00,2025-04-01,16,0,Hourly,DAM,34116_LE GRAND_115_34115_ADRA TAP_115_BR_1 _1,34116_LE GRAND_115_34115_ADRA TAP_115_BR_1 _1,PG1 MNDOTA-PNOCHE 115,21.00653,23
2025-04-01T23:00:00-00:00,2025-04-02T00:00:00-00:00,2025-04-01,17,0,Hourly,DAM,34116_LE GRAND_115_34115_ADRA TAP_115_BR_1 _1,34116_LE GRAND_115_34115_ADRA TAP_115_BR_1 _1,PG1 MNDOTA-PNOCHE 115,21.59419,23
2025-04-02T00:00:00-00:00,2025-04-02T01:00:00-00:00,2025-04-01,18,0,Hourly,DAM,34116_LE GRAND_115_34115_ADRA TAP_115_BR_1 _1,34116_LE GRAND_115_34115_ADRA TAP_115_BR_1 _1,PG1 MNDOTA-PNOCHE 115,29.0104,23
2025-04-01T16:00:00-00:00,2025-04-01T17:00:00-00:00,2025-04-01,10,0,Hourly,DAM,34214_LOS BANS_70.0_30765_LOSBANOS_230_XF_3,34214_LOS BANS_70.0_30765_LOSBANOS_230_XF_3,PG1 LOSBNS 500-230 BK1,22.11664,24
2025-04-01T17:00:00-00:00,2025-04-01T18:00:00-00:00,2025-04-01,11,0,Hourly,DAM,34214_LOS BANS_70.0_30765_LOSBANOS_230_XF_3,34214_LOS BANS_70.0_30765_LOSBANOS_230_XF_3,PG1 LOSBNS 500-230 BK1,138.79712,24
2025-04-01T18:00:00-00:00,2025-04-01T19:00:00-00:00,2025-04-01,12,0,Hourly,DAM,34214_LOS BANS_70.0_30765_LOSBANOS_230_XF_3,34214_LOS BANS_70.0_30765_LOSBANOS_230_XF_3,PG1 LOSBNS 500-230 BK1,108.28978,24
2025-04-01T19:00:00-00:00,2025-04-01T20:00:00-00:00,2025-04-01,13,0,Hourly,DAM,34214_LOS BANS_70.0_30765_LOSBANOS_230_XF_3,34214_LOS BANS_70.0_30765_LOSBANOS_230_XF_3,PG1 LOSBNS 500-230 BK1,48.48775,24
2025-04-01T20:00:00-00:00,2025-04-01T21:00:00-00:00,2025-04-01,14,0,Hourly,DAM,34214_LOS BANS_70.0_30765_LOSBANOS_230_XF_3,34214_LOS BANS_70.0_30765_LOSBANOS_230_XF_3,PG1 LOSBNS 500-230 BK1,39.31901,24
2025-04-01T12:00:00-00:00,2025-04-01T13:00:00-00:00,2025-04-01,6,0,Hourly,DAM,35120_NEWARK D_115_36851_NORTHERN_115_BR_1 _1,35120_NEWARK D_115_36851_NORTHERN_115_BR_1 _1,PG1 NEWARK-NWRKDST 230,33.98432,25
2025-04-01T13:00:00-00:00,2025-04-01T14:00:00-00:00,2025-04-01,7,0,Hourly,DAM,35618_SN JSE A_115_35616_SNJOSEB _115_BR_1 _1,35618_SN JSE A_115_35616_SNJOSEB _115_BR_1 _1,PG1 METCLF BUS 2E 115_M,15.05397,26
2025-04-01T14:00:00-00:00,2025-04-01T15:00:00-00:00,2025-04-01,8,0,Hourly,DAM,35618_SN JSE A_115_35616_SNJOSEB _115_BR_1 _1,35618_SN JSE A_115_35616_SNJOSEB _115_BR_1 _1,PG1 METCLF BUS 2E 115_M,15.82771,26
2025-04-01T16:00:00-00:00,2025-04-01T17:00:00-00:00,2025-04-01,10,0,Hourly,DAM,35618_SN JSE A_115_35616_SNJOSEB _115_BR_1 _1,35618_SN JSE A_115_35616_SNJOSEB _115_BR_1 _1,PG1 METCLF BUS 2E 115_M,44.61285,26
2025-04-01T17:00:00-00:00,2025-04-01T18:00:00-00:00,2025-04-01,11,0,Hourly,DAM,35618_SN JSE A_115_35616_SNJOSEB _115_BR_1 _1,35618_SN JSE A_115_35616_SNJOSEB _115_BR_1 _1,PG1 METCLF BUS 2E 115_M,8.65061,26
2025-04-01T18:00:00-00:00,2025-04-01T19:00:00-00:00,2025-04-01,12,0,Hourly,DAM,35618_SN JSE A_115_35616_SNJOSEB _115_BR_1 _1,35618_SN JSE A_115_35616_SNJOSEB _115_BR_1 _1,PG1 METCLF BUS 2E 115_M,3.24239,26
2025-04-02T00:00:00-00:00,2025-04-02T01:00:00-00:00,2025-04-01,18,0,Hourly,DAM,35618_SN JSE A_115_35616_SNJOSEB _115_BR_1 _1,35618_SN JSE A_115_35616_SNJOSEB _115_BR_1 _1,PG1 METCLF BUS 2E 115_M,7.85224,26
2025-04-02T02:00:00-00:00,2025-04-02T03:00:00-00:00,2025-04-01,20,0,Hourly,DAM,35618_SN JSE A_115_35616_SNJOSEB _115_BR_1 _1,35618_SN JSE A_115_35616_SNJOSEB _115_BR_1 _1,PG1 METCLF BUS 2E 115_M,6.0516,26
2025-04-02T03:00:00-00:00,2025-04-02T04:00:00-00:00,2025-04-01,21,0,Hourly,DAM,35618_SN JSE A_115_35616_SNJOSEB _115_BR_1 _1,35618_SN JSE A_115_35616_SNJOSEB _115_BR_1 _1,PG1 METCLF BUS 2E 115_M,5.91402,26
2025-04-01T16:00:00-00:00,2025-04-01T17:00:00-00:00,2025-04-01,10,0,Hourly,DAM,35618_SN JSE A_115_35620_EL PATIO_115_BR_1 _1,35618_SN JSE A_115_35620_EL PATIO_115_BR_1 _1,PG1 METCLF BUS 2E 115_M,7.16759,27
2025-04-01T17:00:00-00:00,2025-04-01T18:00:00-00:00,2025-04-01,11,0,Hourly,DAM,35618_SN JSE A_115_35620_EL PATIO_115_BR_1 _1,35618_SN JSE A_115_35620_EL PATIO_115_BR_1 _1,PG1 METCLF BUS 2E 115_M,70.02041,27
2025-04-01T18:00:00-00:00,2025-04-01T19:00:00-00:00,2025-04-01,12,0,Hourly,DAM,35618_SN JSE A_115_35620_EL PATIO_115_BR_1 _1,35618_SN JSE A_115_35620_EL PATIO_115_BR_1 _1,PG1 METCLF BUS 2E 115_M,82.25059,27
2025-04-01T19:00:00-00:00,2025-04-01T20:00:00-00:00,2025-04-01,13,0,Hourly,DAM,35618_SN JSE A_115_35620_EL PATIO_115_BR_1 _1,35618_SN JSE A_115_35620_EL PATIO_115_BR_1 _1,PG1 METCLF BUS 2E 115_M,36.51307,27
2025-04-01T20:00:00-00:00,2025-04-01T21:00:00-00:00,2025-04-01,14,0,Hourly,DAM,35618_SN JSE A_115_35620_EL PATIO_115_BR_1 _1,35618_SN JSE A_115_35620_EL PATIO_115_BR_1 _1,PG1 METCLF BUS 2E 115_M,15.07727,27
2025-04-01T21:00:00-00:00,2025-04-01T22:00:00-00:00,2025-04-01,15,0,Hourly,DAM,35618_SN JSE A_115_35620_EL PATIO_115_BR_1 _1,35618_SN JSE A_115_35620_EL PATIO_115_BR_1 _1,PG1 METCLF BUS 2E 115_M,13.14756,27
2025-04-01T22:00:00-00:00,2025-04-01T23:00:00-00:00,2025-04-01,16,0,Hourly,DAM,35618_SN JSE A_115_35620_EL PATIO_115_BR_1 _1,35618_SN JSE A_115_35620_EL PATIO_115_BR_1 _1,PG1 METCLF BUS 2E 115_M,26.4866,27
2025-04-01T23:00:00-00:00,2025-04-02T00:00:00-00:00,2025-04-01,17,0,Hourly,DAM,35618_SN JSE A_115_35620_EL PATIO_115_BR_1 _1,35618_SN JSE A_115_35620_EL PATIO_115_BR_1 _1,PG1 METCLF BUS 2E 115_M,34.51581,27
2025-04-02T00:00:00-00:00,2025-04-02T01:00:00-00:00,2025-04-01,18,0,Hourly,DAM,35618_SN JSE A_115_35620_EL PATIO_115_BR_1 _1,35618_SN JSE A_115_35620_EL PATIO_115_BR_1 _1,PG1 METCLF BUS 2E 115_M,52.93796,27
2025-04-02T01:00:00-00:00,2025-04-02T02:00:00-00:00,2025-04-01,19,0,Hourly,DAM,35618_SN JSE A_115_35620_EL PATIO_115_BR_1 _1,35618_SN JSE A_115_35620_EL PATIO_115_BR_1 _1,PG1 METCLF BUS 2E 115_M,15.27625,27
2025-04-02T02:00:00-00:00,2025-04-02T03:00:00-00:00,2025-04-01,20,0,Hourly,DAM,35618_SN JSE A_115_35620_EL PATIO_115_BR_1 _1,35618_SN JSE A_115_35620_EL PATIO_115_BR_1 _1,PG1 METCLF BUS 2E 115_M,8.87443,27
2025-04-01T18:00:00-00:00,2025-04-01T19:00:00-00:00,2025-04-01,12,0,Hourly,DAM,7430_KTTLM_GATES_70_1,7430_KTTLM_GATES_70_1,Base Case,-3.55889,28
2025-04-01T19:00:00-00:00,2025-04-01T20:00:00-00:00,2025-04-01,13,0,Hourly,DAM,7430_KTTLM_GATES_70_1,7430_KTTLM_GATES_70_1,Base Case,-2.24669,28
2025-04-01T17:00:00-00:00,2025-04-01T18:00:00-00:00,2025-04-01,11,0,Hourly,DAM,7430_MEN_SNJQJ_HELM_70,7430_MEN_SNJQJ_HELM_70,Base Case,-4.29959,29
2025-04-01T18:00:00-00:00,2025-04-01T19:00:00-00:00,2025-04-01,12,0,Hourly,DAM,7430_MEN_SNJQJ_HELM_70,7430_MEN_SNJQJ_HELM_70,Base Case,-4.98071,29
2025-04-01T20:00:00-00:00,2025-04-01T21:00:00-00:00,2025-04-01,14,0,Hourly,DAM,7430_MEN_SNJQJ_HELM_70,7430_MEN_SNJQJ_HELM_70,Base Case,-1.96525,29
2025-04-01T21:00:00-00:00,2025-04-01T22:00:00-00:00,2025-04-01,15,0,Hourly,DAM,7430_MEN_SNJQJ_HELM_70,7430_MEN_SNJQJ_HELM_70,Base Case,-2.4708,29
2025-04-02T00:00:00-00:00,2025-04-02T01:00:00-00:00,2025-04-01,18,0,Hourly,DAM,HUMBOLDT_IMP_NG,HUMBOLDT_IMP_NG,Base Case,-0.99494,30
2025-04-02T02:00:00-00:00,2025-04-02T03:00:00-00:00,2025-04-01,20,0,Hourly,DAM,HUMBOLDT_IMP_NG,HUMBOLDT_IMP_NG,Base Case,-4.38897,30
2025-04-02T03:00:00-00:00,2025-04-02T04:00:00-00:00,2025-04-01,21,0,Hourly,DAM,HUMBOLDT_IMP_NG,HUMBOLDT_IMP_NG,Base Case,-1.12181,30
2025-04-02T04:00:00-00:00,2025-04-02T05:00:00-00:00,2025-04-01,22,0,Hourly,DAM,HUMBOLDT_IMP_NG,HUMBOLDT_IMP_NG,Base Case,-5.05287,30
2025-04-01T14:00:00-00:00,2025-04-01T15:00:00-00:00,2025-04-01,8,0,Hourly,DAM,MIGUEL_BKs_MXFLW_NG,MIGUEL_BKs_MXFLW_NG,Base Case,-10.98929,31
2025-04-01T15:00:00-00:00,2025-04-01T16:00:00-00:00,2025-04-01,9,0,Hourly,DAM,MIGUEL_BKs_MXFLW_NG,MIGUEL_BKs_MXFLW_NG,Base Case,-38.29438,31
2025-04-01T16:00:00-00:00,2025-04-01T17:00:00-00:00,2025-04-01,10,0,Hourly,DAM,MIGUEL_BKs_MXFLW_NG,MIGUEL_BKs_MXFLW_NG,Base Case,-67.94262,31
2025-04-01T17:00:00-00:00,2025-04-01T18:00:00-00:00,2025-04-01,11,0,Hourly,DAM,MIGUEL_BKs_MXFLW_NG,MIGUEL_BKs_MXFLW_NG,Base Case,-92.27918,31
2025-04-01T18:00:00-00:00,2025-04-01T19:00:00-00:00,2025-04-01,12,0,Hourly,DAM,MIGUEL_BKs_MXFLW_NG,MIGUEL_BKs_MXFLW_NG,Base Case,-73.36639,31
2025-04-01T19:00:00-00:00,2025-04-01T20:00:00-00:00,2025-04-01,13,0,Hourly,DAM,MIGUEL_BKs_MXFLW_NG,MIGUEL_BKs_MXFLW_NG,Base Case,-65.90039,31
2025-04-01T20:00:00-00:00,2025-04-01T21:00:00-00:00,2025-04-01,14,0,Hourly,DAM,MIGUEL_BKs_MXFLW_NG,MIGUEL_BKs_MXFLW_NG,Base Case,-59.13997,31
2025-04-01T21:00:00-00:00,2025-04-01T22:00:00-00:00,2025-04-01,15,0,Hourly,DAM,MIGUEL_BKs_MXFLW_NG,MIGUEL_BKs_MXFLW_NG,Base Case,-57.36293,31
2025-04-01T22:00:00-00:00,2025-04-01T23:00:00-00:00,2025-04-01,16,0,Hourly,DAM,MIGUEL_BKs_MXFLW_NG,MIGUEL_BKs_MXFLW_NG,Base Case,-67.10725,31
2025-04-01T23:00:00-00:00,2025-04-02T00:00:00-00:00,2025-04-01,17,0,Hourly,DAM,MIGUEL_BKs_MXFLW_NG,MIGUEL_BKs_MXFLW_NG,Base Case,-26.59851,31
2025-04-02T00:00:00-00:00,2025-04-02T01:00:00-00:00,2025-04-01,18,0,Hourly,DAM,MIGUEL_BKs_MXFLW_NG,MIGUEL_BKs_MXFLW_NG,Base Case,-4.31343,31
2025-04-02T01:00:00-00:00,2025-04-02T02:00:00-00:00,2025-04-01,19,0,Hourly,DAM,MIGUEL_BKs_MXFLW_NG,MIGUEL_BKs_MXFLW_NG,Base Case,-49.71848,31
2025-04-02T02:00:00-00:00,2025-04-02T03:00:00-00:00,2025-04-01,20,0,Hourly,DAM,MIGUEL_BKs_MXFLW_NG,MIGUEL_BKs_MXFLW_NG,Base Case,-48.21537,31
2025-04-02T03:00:00-00:00,2025-04-02T04:00:00-00:00,2025-04-01,21,0,Hourly,DAM,MIGUEL_BKs_MXFLW_NG,MIGUEL_BKs_MXFLW_NG,Base Case,-99.01336,31
2025-04-02T04:00:00-00:00,2025-04-02T05:00:00-00:00,2025-04-01,22,0,Hourly,DAM,MIGUEL_BKs_MXFLW_NG,MIGUEL_BKs_MXFLW_NG,Base Case,-71.91157,31
2025-04-02T05:00:00-00:00,2025-04-02T06:00:00-00:00,2025-04-01,23,0,Hourly,DAM,MIGUEL_BKs_MXFLW_NG,MIGUEL_BKs_MXFLW_NG,Base Case,-68.53395,31
2025-04-02T06:00:00-00:00,2025-04-02T07:00:00-00:00,2025-04-01,24,0,Hourly,DAM,MIGUEL_BKs_MXFLW_NG,MIGUEL_BKs_MXFLW_NG,Base Case,-57.03397,31
2025-04-01T14:00:00-00:00,2025-04-01T15:00:00-00:00,2025-04-01,8,0,Hourly,DAM,OMS IV-SX OUTAGE_NG,OMS IV-SX OUTAGE_NG,Base Case,-141.26098,32
2025-04-01T15:00:00-00:00,2025-04-01T16:00:00-00:00,2025-04-01,9,0,Hourly,DAM,OMS IV-SX OUTAGE_NG,OMS IV-SX OUTAGE_NG,Base Case,-181.28961,32
2025-04-01T16:00:00-00:00,2025-04-01T17:00:00-00:00,2025-04-01,10,0,Hourly,DAM,OMS IV-SX OUTAGE_NG,OMS IV-SX OUTAGE_NG,Base Case,-107.77901,32
2025-04-01T17:00:00-00:00,2025-04-01T18:00:00-00:00,2025-04-01,11,0,Hourly,DAM,OMS IV-SX OUTAGE_NG,OMS IV-SX OUTAGE_NG,Base Case,-45.39845,32
2025-04-01T18:00:00-00:00,2025-04-01T19:00:00-00:00,2025-04-01,12,0,Hourly,DAM,OMS IV-SX OUTAGE_NG,OMS IV-SX OUTAGE_NG,Base Case,-35.9999,32
2025-04-01T19:00:00-00:00,2025-04-01T20:00:00-00:00,2025-04-01,13,0,Hourly,DAM,OMS IV-SX OUTAGE_NG,OMS IV-SX OUTAGE_NG,Base Case,-7.3009,32
2025-04-01T22:00:00-00:00,2025-04-01T23:00:00-00:00,2025-04-01,16,0,Hourly,DAM,OMS IV-SX OUTAGE_NG,OMS IV-SX OUTAGE_NG,Base Case,-7.40213,32
2025-04-01T23:00:00-00:00,2025-04-02T00:00:00-00:00,2025-04-01,17,0,Hourly,DAM,OMS IV-SX OUTAGE_NG,OMS IV-SX OUTAGE_NG,Base Case,-162.57171,32
2025-04-02T00:00:00-00:00,2025-04-02T01:00:00-00:00,2025-04-01,18,0,Hourly,DAM,OMS IV-SX OUTAGE_NG,OMS IV-SX OUTAGE_NG,Base Case,-202.51511,32
2025-04-02T01:00:00-00:00,2025-04-02T02:00:00-00:00,2025-04-01,19,0,Hourly,DAM,OMS IV-SX OUTAGE_NG,OMS IV-SX OUTAGE_NG,Base Case,-93.50683,32
2025-04-02T02:00:00-00:00,2025-04-02T03:00:00-00:00,2025-04-01,20,0,Hourly,DAM,OMS IV-SX OUTAGE_NG,OMS IV-SX OUTAGE_NG,Base Case,-128.25866,32
2025-04-02T04:00:00-00:00,2025-04-02T05:00:00-00:00,2025-04-01,22,0,Hourly,DAM,OMS IV-SX OUTAGE_NG,OMS IV-SX OUTAGE_NG,Base Case,-7.83254,32
2025-04-01T14:00:00-00:00,2025-04-01T15:00:00-00:00,2025-04-01,8,0,Hourly,DAM,OMS_16905159_Devers230Bus_NG,OMS_16905159_Devers230Bus_NG,Base Case,-0.00131,33
2025-04-02T13:00:00-00:00,2025-04-02T14:00:00-00:00,2025-04-02,7,0,Hourly,DAM,24254_WINDHUB _230_29401_WINDHUB _500_XF_4 _P,24254_WINDHUB _230_29401_WINDHUB _500_XF_4 _P,Base Case,2.77855,34
2025-04-02T15:00:00-00:00,2025-04-02T16:00:00-00:00,2025-04-02,9,0,Hourly,DAM,24254_WINDHUB _230_29401_WINDHUB _500_XF_4 _P,24254_WINDHUB _230_29401_WINDHUB _500_XF_4 _P,Base Case,12.9639,34
2025-04-02T16:00:00-00:00,2025-04-02T17:00:00-00:00,2025-04-02,10,0,Hourly,DAM,24254_WINDHUB _230_29401_WINDHUB _500_XF_4 _P,24254_WINDHUB _230_29401_WINDHUB _500_XF_4 _P,Base Case,8.38495,34
2025-04-02T18:00:00-00:00,2025-04-02T19:00:00-00:00,2025-04-02,12,0,Hourly,DAM,24254_WINDHUB _230_29401_WINDHUB _500_XF_4 _P,24254_WINDHUB _230_29401_WINDHUB _500_XF_4 _P,Base Case,6.69384,34
2025-04-02T19:00:00-00:00,2025-04-02T20:00:00-00:00,2025-04-02,13,0,Hourly,DAM,24254_WINDHUB _230_29401_WINDHUB _500_XF_4 _P,24254_WINDHUB _230_29401_WINDHUB _500_XF_4 _P,Base Case,8.86908,34
2025-04-02T20:00:00-00:00,2025-04-02T21:00:00-00:00,2025-04-02,14,0,Hourly,DAM,24254_WINDHUB _230_29401_WINDHUB _500_XF_4 _P,24254_WINDHUB _230_29401_WINDHUB _500_XF_4 _P,Base Case,7.2577,34
2025-04-02T21:00:00-00:00,2025-04-02T22:00:00-00:00,2025-04-02,15,0,Hourly,DAM,24254_WINDHUB _230_29401_WINDHUB _500_XF_4 _P,24254_WINDHUB _230_29401_WINDHUB _500_XF_4 _P,Base Case,2.72177,34
2025-04-02T22:00:00-00:00,2025-04-02T23:00:00-00:00,2025-04-02,16,0,Hourly,DAM,24254_WINDHUB _230_29401_WINDHUB _500_XF_4 _P,24254_WINDHUB _230_29401_WINDHUB _500_XF_4 _P,Base Case,4.41592,34
2025-04-02T23:00:00-00:00,2025-04-03T00:00:00-00:00,2025-04-02,17,0,Hourly,DAM,24254_WINDHUB _230_29401_WINDHUB _500_XF_4 _P,24254_WINDHUB _230_29401_WINDHUB _500_XF_4 _P,Base Case,10.1586,34
2025-04-03T00:00:00-00:00,2025-04-03T01:00:00-00:00,2025-04-02,18,0,Hourly,DAM,24254_WINDHUB _230_29401_WINDHUB _500_XF_4 _P,24254_WINDHUB _230_29401_WINDHUB _500_XF_4 _P,Base Case,18.12922,34
2025-04-03T01:00:00-00:00,2025-04-03T02:00:00-00:00,2025-04-02,19,0,Hourly,DAM,24254_WINDHUB _230_29401_WINDHUB _500_XF_4 _P,24254_WINDHUB _230_29401_WINDHUB _500_XF_4 _P,Base Case,1.42477,34
2025-04-03T02:00:00-00:00,2025-04-03T03:00:00-00:00,2025-04-02,20,0,Hourly,DAM,24254_WINDHUB _230_29401_WINDHUB _500_XF_4 _P,24254_WINDHUB _230_29401_WINDHUB _500_XF_4 _P,Base Case,20.12291,34
2025-04-02T17:00:00-00:00,2025-04-02T18:00:00-00:00,2025-04-02,11,0,Hourly,DAM,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,Base Case,9.67896,35
2025-04-02T18:00:00-00:00,2025-04-02T19:00:00-00:00,2025-04-02,12,0,Hourly,DAM,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,Base Case,4.94727,35
2025-04-03T00:00:00-00:00,2025-04-03T01:00:00-00:00,2025-04-02,18,0,Hourly,DAM,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,Base Case,19.95869,35
2025-04-02T07:00:00-00:00,2025-04-02T08:00:00-00:00,2025-04-02,1,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,56.54025,36
2025-04-02T08:00:00-00:00,2025-04-02T09:00:00-00:00,2025-04-02,2,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,95.39286,36
2025-04-02T09:00:00-00:00,2025-04-02T10:00:00-00:00,2025-04-02,3,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,111.49199,36
2025-04-02T10:00:00-00:00,2025-04-02T11:00:00-00:00,2025-04-02,4,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,55.02518,36
2025-04-02T11:00:00-00:00,2025-04-02T12:00:00-00:00,2025-04-02,5,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,119.99957,36
2025-04-02T12:00:00-00:00,2025-04-02T13:00:00-00:00,2025-04-02,6,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,30.13025,36
2025-04-02T13:00:00-00:00,2025-04-02T14:00:00-00:00,2025-04-02,7,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,29.21331,36
2025-04-02T14:00:00-00:00,2025-04-02T15:00:00-00:00,2025-04-02,8,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,18.79637,36
2025-04-02T17:00:00-00:00,2025-04-02T18:00:00-00:00,2025-04-02,11,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,58.05163,36
2025-04-02T18:00:00-00:00,2025-04-02T19:00:00-00:00,2025-04-02,12,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,83.14664,36
2025-04-02T19:00:00-00:00,2025-04-02T20:00:00-00:00,2025-04-02,13,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,68.43205,36
2025-04-02T23:00:00-00:00,2025-04-03T00:00:00-00:00,2025-04-02,17,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,42.05293,36
2025-04-03T00:00:00-00:00,2025-04-03T01:00:00-00:00,2025-04-02,18,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,37.61081,36
2025-04-03T01:00:00-00:00,2025-04-03T02:00:00-00:00,2025-04-02,19,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,118.75177,36
2025-04-03T02:00:00-00:00,2025-04-03T03:00:00-00:00,2025-04-02,20,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,61.45537,36
2025-04-03T03:00:00-00:00,2025-04-03T04:00:00-00:00,2025-04-02,21,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,103.91502,36
2025-04-03T04:00:00-00:00,2025-04-03T05:00:00-00:00,2025-04-02,22,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,113.56245,36
2025-04-03T05:00:00-00:00,2025-04-03T06:00:00-00:00,2025-04-02,23,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,117.93679,36
2025-04-03T06:00:00-00:00,2025-04-03T07:00:00-00:00,2025-04-02,24,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,111.35905,36
2025-04-02T16:00:00-00:00,2025-04-02T17:00:00-00:00,2025-04-02,10,0,Hourly,DAM,24729_INYO    _230_24998_INYO SCE_230_BR_1 _1,24729_INYO    _230_24998_INYO SCE_230_BR_1 _1,Base Case,12.80916,37
2025-04-02T09:00:00-00:00,2025-04-02T10:00:00-00:00,2025-04-02,3,0,Hourly,DAM,24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,Base Case,2.335,38
2025-04-02T18:00:00-00:00,2025-04-02T19:00:00-00:00,2025-04-02,12,0,Hourly,DAM,24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,Base Case,7.78251,38
2025-04-02T19:00:00-00:00,2025-04-02T20:00:00-00:00,2025-04-02,13,0,Hourly,DAM,24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,Base Case,11.31033,38
2025-04-02T23:00:00-00:00,2025-04-03T00:00:00-00:00,2025-04-02,17,0,Hourly,DAM,24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,Base Case,6.83954,38
